DATAFLOW,LAST UPDATE,freq,unit,vehicle,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,IT,2020,409,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,LT,2020,52,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,LU,2020,4,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,LV,2020,43,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,MT,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,NL,2020,35,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,NO,2020,15,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,PL,2020,631,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,PT,2020,101,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,RO,2020,587,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,SE,2020,25,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,SI,2020,7,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,OTH,SK,2020,49,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,AT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,EE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,ES,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,EU27_2020,2020,30,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,FR,2020,19,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,HR,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,IS,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,LT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,LU,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,PL,2020,8,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,SI,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_GT50,SK,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,AT,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,ES,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,EU27_2020,2020,8,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,FR,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,HR,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,LT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,PL,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,SI,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,QUA_LE50,SK,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,AT,2020,344,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,BE,2020,499,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,BG,2020,463,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,CH,2020,227,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,CY,2020,48,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,CZ,2020,518,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,DE,2020,2719,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,DK,2020,163,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,EE,2020,59,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,EL,2020,584,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,ES,2020,1370,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,EU27_2020,2020,18833,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,FI,2020,223,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,FR,2020,2538,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,HR,2020,237,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,HU,2020,460,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,IE,2020,144,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,IS,2020,8,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,IT,2020,2395,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,LI,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,LT,2020,175,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,LU,2020,26,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,LV,2020,139,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,MT,2020,12,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,NL,2020,515,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,NO,2020,93,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,PL,2020,2491,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,PT,2020,536,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,RO,2020,1644,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,SE,2020,204,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,SI,2020,80,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TOTAL,SK,2020,247,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,AT,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,BE,2020,9,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,CH,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,EL,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,ES,2020,31,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,EU27_2020,2020,113,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,FR,2020,15,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,HR,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,HU,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,IT,2020,31,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,LU,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,LV,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,NL,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,NO,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,PT,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,RO,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC,SI,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,AT,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,BE,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,BG,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,CH,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,CY,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,CZ,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,DE,2020,20,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,DK,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,EE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,EL,2020,26,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,ES,2020,15,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,EU27_2020,2020,134,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,FI,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,FR,2020,10,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,HR,2020,4,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,IE,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,IS,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,IT,2020,12,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,LT,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,LU,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,LV,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,NO,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,PL,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,PT,2020,13,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,RO,2020,12,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,SE,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,SI,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRC_AGR,SK,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,AT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,BE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,BG,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,CH,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,DE,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,EE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,EL,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,ES,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,EU27_2020,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,FI,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,FR,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,HR,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,HU,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,IE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,IT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,LT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,LV,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,PL,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,PT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,SE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,TRM_LR,SK,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,AT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,BE,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,BG,2020,9,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,CH,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,CY,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,CZ,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,DE,2020,13,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,DK,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,EE,2020,30,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,EL,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,ES,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,EU27_2020,2020,101,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,FR,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,HR,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,HU,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,IE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,IS,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,IT,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,LI,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,LT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,LV,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,NL,2020,11,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,NO,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,PL,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,PT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,RO,2020,9,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,SE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,SI,2020,11,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,UNK,SK,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,BG,2020,21,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,DE,2020,35,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,EE,2020,4,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,EU27_2020,2020,75,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,IE,2020,14,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,LV,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,SE,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VEH_GD,SI,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,AT,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,BE,2020,8,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,BG,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,CH,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,CY,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,CZ,2020,35,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,DE,2020,26,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,DK,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,EL,2020,9,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,ES,2020,14,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,EU27_2020,2020,176,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,FI,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,FR,2020,18,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,HR,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,HU,2020,4,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,IS,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,IT,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,LT,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,LU,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,LV,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,NL,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,NO,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,PL,2020,31,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,PT,2020,4,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,RO,2020,6,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,SE,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,SI,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_GT3P5,SK,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,AT,2020,15,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,BE,2020,11,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,BG,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,CH,2020,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,CY,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,CZ,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,DE,2020,63,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,DK,2020,8,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,EL,2020,38,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,ES,2020,57,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,EU27_2020,2020,603,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,FI,2020,10,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,FR,2020,59,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,HR,2020,4,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,HU,2020,20,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,IS,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,IT,2020,81,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,LT,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,LU,2020,2,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,LV,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,MT,2020,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,NL,2020,21,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,NO,2020,5,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,PL,2020,73,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,PT,2020,41,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,RO,2020,69,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,SE,2020,15,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,SI,2020,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,VG_LE3P5,SK,2020,9,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,BE,2019,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,BG,2019,6,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,EU27_2020,2019,11,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,HR,2019,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,HU,2019,3,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,IT,2019,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,LT,2019,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,MT,2019,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,NO,2019,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,ANI_RD,PT,2019,0,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,AT,2019,22,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,BE,2019,95,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,BG,2019,27,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,CH,2019,27,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,CY,2019,1,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,CZ,2019,53,
ESTAT:TRAN_SF_ROADVE(1.0),12/4/2024 11:00,A,NR,BIKE,DE,2019,445,
